ID,State,Crop,Season,Soil_Type,Year,Area_Hectares,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Nitrogen_kg,Phosphorus_kg,Potassium_kg,Yield_Quintal_per_Hectare,Production_Quintals
211,Tamil Nadu,Rice,Zaid,Sandy,2013,45.15,130.5,25.4,76.8,5.6,29.3,25.5,27.6,49.78,2247.57
212,Gujarat,Rice,Kharif,Laterite,2023,15.54,120.6,36.1,51.3,6.7,21.0,16.0,30.4,48.76,757.73
213,Gujarat,Soybean,Rabi,Laterite,2022,27.31,244.0,33.3,65.5,7.7,38.1,56.3,6.1,21.96,599.73
214,Tamil Nadu,Rice,Kharif,Red,2023,7.55,234.5,22.7,43.3,8.4,70.4,57.9,48.8,50.42,380.67
215,MP,Cotton,Kharif,Alluvial,2023,41.09,179.9,32.5,54.2,8.4,30.2,10.3,11.0,19.78,812.76
216,MP,Barley,Kharif,Clay,2014,4.2,115.2,22.9,82.1,7.3,108.2,22.5,17.2,33.01,138.64
217,Haryana,Soybean,Zaid,Black,2012,23.44,76.4,26.2,50.4,5.0,63.0,47.4,25.3,23.22,544.28
218,Punjab,Cotton,Zaid,Clay,2013,13.38,259.0,23.2,35.9,5.5,62.7,33.2,35.5,21.94,293.56
219,Gujarat,Maize,Rabi,Alluvial,2018,49.14,237.0,21.2,60.0,7.7,36.8,5.7,42.4,50.04,2458.97
220,Haryana,Sugarcane,Zaid,Clay,2019,5.05,196.5,37.9,34.9,8.5,43.7,40.5,41.4,76.63,386.98
221,Gujarat,Sugarcane,Kharif,Alluvial,2010,11.13,92.0,29.3,83.4,6.1,23.5,42.6,12.8,71.51,795.91
222,MP,Maize,Zaid,Alluvial,2020,44.29,123.8,25.3,65.8,4.7,53.6,12.5,14.0,44.85,1986.41
223,Punjab,Soybean,Zaid,Clay,2016,9.4,245.5,24.0,65.4,6.4,129.5,32.6,22.5,30.19,283.79
224,Karnataka,Cotton,Rabi,Alluvial,2022,36.98,196.0,20.8,40.4,5.5,48.9,34.4,40.6,23.03,851.65
225,Karnataka,Soybean,Rabi,Sandy,2023,35.32,297.9,19.3,45.4,5.8,108.6,24.7,31.6,29.77,1051.48
226,Gujarat,Maize,Kharif,Sandy,2018,45.94,127.3,27.3,35.9,5.4,46.3,34.0,5.0,44.93,2064.08
227,UP,Soybean,Rabi,Black,2022,43.1,261.1,23.1,31.4,6.8,130.1,47.6,43.1,34.75,1497.73
228,Karnataka,Barley,Kharif,Sandy,2014,35.51,130.7,39.4,77.6,6.2,96.7,31.8,19.3,27.36,971.55
229,UP,Sugarcane,Zaid,Black,2016,49.72,126.7,32.2,38.3,7.4,133.9,57.2,22.6,77.04,3830.43
230,Haryana,Sugarcane,Kharif,Sandy,2017,35.59,85.2,33.6,45.5,8.4,40.1,53.7,9.0,69.67,2479.56
231,Maharashtra,Sugarcane,Kharif,Laterite,2013,48.47,112.4,16.7,46.7,4.9,20.2,26.2,38.0,75.44,3656.58
232,Tamil Nadu,Barley,Zaid,Red,2011,2.15,257.2,34.7,67.6,7.5,47.1,29.8,41.0,28.18,60.59
233,Haryana,Rice,Rabi,Red,2011,49.27,135.5,37.2,40.5,4.8,133.0,58.8,20.2,54.22,2671.42
234,Tamil Nadu,Barley,Kharif,Clay,2012,33.2,63.4,23.3,93.3,6.1,86.5,55.9,29.3,27.08,899.06
235,Punjab,Cotton,Kharif,Black,2016,30.21,192.9,36.0,40.0,5.9,71.3,21.2,34.8,18.8,567.95
236,Haryana,Maize,Rabi,Clay,2017,9.65,260.9,22.7,55.8,6.5,99.3,10.0,29.5,50.21,484.53
237,Gujarat,Barley,Kharif,Red,2010,4.74,115.8,26.6,44.7,5.6,27.4,46.4,35.0,24.73,117.22
238,Tamil Nadu,Soybean,Kharif,Sandy,2023,20.04,180.6,39.1,74.7,8.2,88.7,18.0,18.4,26.85,538.07
239,UP,Rice,Zaid,Sandy,2011,4.38,287.3,26.2,91.7,5.2,45.4,15.6,6.9,51.57,225.88
240,Karnataka,Maize,Rabi,Sandy,2021,43.74,278.5,16.7,55.2,6.1,59.1,20.2,25.6,47.65,2084.21
241,UP,Barley,Rabi,Alluvial,2012,43.44,191.6,29.6,92.7,4.9,32.7,47.9,40.4,34.35,1492.16
242,Gujarat,Cotton,Zaid,Laterite,2019,44.53,202.2,15.9,47.9,5.1,93.0,43.2,6.7,20.02,891.49
243,Punjab,Sugarcane,Kharif,Clay,2021,42.98,168.8,21.7,54.2,5.9,115.2,22.1,42.9,75.19,3231.67
244,Gujarat,Soybean,Rabi,Black,2022,37.18,256.5,21.7,57.1,7.1,42.6,16.6,42.1,19.89,739.51
245,UP,Sugarcane,Zaid,Alluvial,2011,41.73,127.8,27.7,38.8,7.9,125.5,6.6,13.7,76.3,3184.0
246,MP,Potato,Rabi,Alluvial,2014,22.58,142.1,26.6,55.8,8.2,101.7,18.3,27.0,33.59,758.46
247,Karnataka,Potato,Zaid,Sandy,2015,28.83,90.9,37.4,78.7,7.3,54.2,26.3,12.3,35.64,1027.5
248,Maharashtra,Soybean,Kharif,Clay,2020,30.26,152.4,15.5,80.7,7.6,21.1,55.1,34.1,24.48,740.76
249,Maharashtra,Rice,Rabi,Black,2021,34.02,291.8,31.1,57.5,6.0,61.8,18.9,26.0,53.52,1820.75
250,Karnataka,Wheat,Zaid,Alluvial,2018,43.14,211.8,30.2,49.4,4.9,27.7,59.4,33.8,36.75,1585.39
251,Maharashtra,Cotton,Zaid,Clay,2013,34.2,87.5,34.1,88.5,7.7,116.3,38.0,34.7,18.74,640.91
252,Tamil Nadu,Cotton,Rabi,Red,2016,32.1,234.2,29.6,94.7,7.8,61.2,44.2,35.9,18.1,581.01
253,Maharashtra,Potato,Rabi,Clay,2023,28.17,92.5,31.4,66.3,5.7,76.5,45.8,37.6,39.27,1106.24
254,MP,Sugarcane,Kharif,Clay,2015,6.33,105.8,36.8,57.3,8.0,64.6,37.2,25.9,67.33,426.2
255,Haryana,Rice,Zaid,Clay,2017,7.3,272.4,27.5,86.4,6.0,55.8,8.0,43.4,53.54,390.84
256,UP,Potato,Rabi,Black,2022,38.79,70.2,23.3,94.1,5.8,27.0,29.9,14.4,34.09,1322.35
257,UP,Maize,Kharif,Laterite,2019,47.53,158.4,25.7,57.9,6.4,20.6,34.4,37.9,46.82,2225.35
258,Punjab,Soybean,Zaid,Alluvial,2020,3.73,233.4,20.7,87.0,5.7,32.3,32.7,18.8,23.71,88.44
259,Gujarat,Rice,Rabi,Red,2021,37.63,180.1,28.1,58.2,7.2,36.1,59.8,27.1,52.72,1983.85
260,MP,Barley,Kharif,Alluvial,2021,19.07,296.2,20.3,31.4,6.5,34.8,44.1,40.6,39.25,748.5
261,Punjab,Cotton,Zaid,Sandy,2019,27.59,298.7,31.5,72.5,4.6,102.8,27.9,22.1,23.12,637.88
262,Haryana,Rice,Rabi,Red,2020,14.49,180.1,30.6,75.5,6.2,127.8,33.1,32.8,53.41,773.91
263,MP,Wheat,Kharif,Laterite,2022,10.78,115.7,28.1,43.1,7.3,55.4,7.2,27.3,39.0,420.42
264,Haryana,Rice,Zaid,Alluvial,2011,13.17,258.8,31.7,39.7,4.9,81.4,44.8,9.6,51.03,672.07
265,Maharashtra,Soybean,Rabi,Laterite,2017,6.24,62.5,35.3,86.8,7.9,63.2,42.2,24.2,24.51,152.94
266,UP,Rice,Zaid,Black,2015,20.34,139.4,25.9,70.4,8.0,31.2,49.8,13.2,42.95,873.6
267,Gujarat,Potato,Rabi,Red,2022,5.63,155.4,37.2,40.8,5.0,107.2,59.0,43.0,38.25,215.35
268,Tamil Nadu,Potato,Zaid,Black,2022,6.09,139.6,15.7,74.5,7.9,136.8,12.2,46.4,38.15,232.33
269,Haryana,Barley,Kharif,Laterite,2014,47.81,213.7,15.3,86.4,6.6,109.2,44.8,15.1,39.02,1865.55
270,MP,Wheat,Zaid,Laterite,2017,32.35,136.4,31.9,55.0,7.9,87.0,59.3,7.5,36.79,1190.16
271,Gujarat,Maize,Rabi,Sandy,2023,19.24,91.4,33.8,50.8,5.8,53.4,32.9,29.8,41.05,789.8
272,Haryana,Potato,Rabi,Sandy,2023,27.68,174.6,22.9,93.7,7.5,22.1,27.2,6.6,32.78,907.35
273,Maharashtra,Wheat,Zaid,Sandy,2018,16.93,190.6,31.4,59.7,5.9,119.0,49.9,43.0,43.68,739.5
274,Haryana,Sugarcane,Rabi,Clay,2011,35.25,239.8,20.5,52.2,7.8,135.7,21.1,28.5,77.39,2728.0
275,UP,Rice,Rabi,Black,2023,23.12,229.2,33.0,37.0,6.9,42.5,56.2,22.7,50.52,1168.02
276,Haryana,Wheat,Kharif,Laterite,2022,27.88,272.9,26.4,68.3,6.5,135.7,5.2,38.1,41.6,1159.81
277,UP,Barley,Rabi,Sandy,2021,19.54,194.6,33.3,38.3,6.0,92.1,53.5,27.7,37.63,735.29
278,Karnataka,Soybean,Rabi,Red,2014,43.11,163.2,18.3,56.8,7.3,109.8,21.4,36.6,27.68,1193.28
279,Maharashtra,Soybean,Kharif,Black,2020,16.46,136.3,31.8,93.8,7.1,135.0,32.7,36.2,29.45,484.75
280,Tamil Nadu,Potato,Zaid,Sandy,2020,7.69,237.0,36.0,48.6,7.9,117.0,33.8,6.1,39.02,300.06
281,UP,Rice,Rabi,Black,2014,22.9,220.8,18.7,34.0,7.6,44.5,34.8,21.1,48.2,1103.78
282,Tamil Nadu,Soybean,Zaid,Clay,2013,39.51,177.7,34.9,75.2,7.3,25.6,26.0,23.7,18.69,738.44
283,Punjab,Sugarcane,Kharif,Sandy,2021,32.56,112.8,30.5,80.8,8.0,119.6,55.1,36.7,76.69,2497.03
284,Maharashtra,Soybean,Kharif,Clay,2017,28.05,94.4,32.1,42.2,5.2,81.7,25.7,24.3,18.13,508.55
285,Maharashtra,Maize,Zaid,Black,2010,30.97,132.6,32.7,40.1,5.1,58.7,7.8,47.0,39.82,1233.23
286,Karnataka,Sugarcane,Zaid,Alluvial,2018,11.45,105.0,19.6,34.4,6.5,69.9,34.5,9.1,70.97,812.61
287,Karnataka,Soybean,Rabi,Clay,2015,6.18,123.4,38.8,70.2,6.4,87.4,46.4,34.2,21.83,134.91
288,Karnataka,Soybean,Zaid,Alluvial,2016,19.06,279.0,38.6,55.1,6.7,53.9,55.1,42.0,28.07,535.01
289,Maharashtra,Potato,Kharif,Laterite,2020,3.74,98.1,27.8,91.6,5.2,134.8,34.6,5.3,33.92,126.86
290,Tamil Nadu,Barley,Kharif,Alluvial,2020,9.31,254.2,16.8,74.6,4.6,106.0,7.1,8.3,31.2,290.47
291,MP,Cotton,Kharif,Sandy,2014,36.15,151.9,26.3,56.3,5.8,66.7,11.5,5.3,23.09,834.7
292,Karnataka,Rice,Kharif,Clay,2018,33.21,76.5,34.7,49.6,4.8,111.8,29.1,22.8,49.49,1643.56
293,MP,Potato,Zaid,Black,2012,48.29,236.7,34.9,85.2,5.7,96.1,21.4,44.9,40.38,1949.95
294,UP,Rice,Zaid,Sandy,2011,36.43,60.4,29.3,55.6,6.7,30.2,16.6,38.4,40.93,1491.08
295,UP,Soybean,Zaid,Laterite,2012,37.68,96.0,30.4,46.4,5.0,100.5,36.2,7.4,27.06,1019.62
296,Haryana,Wheat,Zaid,Red,2014,31.17,74.6,33.1,61.7,5.8,35.4,41.1,9.5,34.11,1063.21
297,Gujarat,Soybean,Rabi,Red,2015,0.74,204.1,22.6,68.0,6.8,63.7,22.4,24.3,26.66,19.73
298,UP,Barley,Rabi,Red,2020,30.53,233.2,36.9,60.1,5.9,56.7,35.3,12.9,31.39,958.34
299,MP,Cotton,Zaid,Black,2014,29.16,233.4,30.7,77.3,8.1,122.0,39.7,41.6,25.08,731.33
300,Gujarat,Rice,Rabi,Sandy,2020,25.77,243.8,24.1,44.5,7.6,108.0,21.0,25.9,52.17,1344.42
301,Punjab,Barley,Zaid,Red,2020,28.53,109.7,39.1,93.8,7.2,110.9,12.7,12.2,22.24,634.51
302,Gujarat,Maize,Zaid,Clay,2015,39.68,60.1,34.0,45.1,5.6,48.1,41.8,28.3,36.98,1467.37
303,Punjab,Barley,Rabi,Laterite,2010,27.45,295.1,23.1,75.7,6.6,119.6,50.9,16.8,39.9,1095.25
304,Haryana,Sugarcane,Zaid,Sandy,2018,44.42,112.9,39.3,44.5,6.1,118.1,24.0,40.7,77.03,3421.67
305,Gujarat,Rice,Kharif,Sandy,2012,33.22,107.5,27.9,48.3,5.1,38.9,38.1,41.8,44.53,1479.29
306,Gujarat,Wheat,Zaid,Laterite,2017,31.66,102.7,19.0,84.2,4.6,25.2,36.5,12.3,39.24,1242.34
307,Punjab,Rice,Kharif,Sandy,2012,33.26,114.6,19.5,92.3,6.9,87.6,6.0,37.4,50.73,1687.28
308,Gujarat,Potato,Rabi,Sandy,2012,8.8,104.8,25.3,39.3,6.8,112.1,39.3,28.0,36.76,323.49
309,Haryana,Sugarcane,Zaid,Laterite,2013,30.47,144.6,18.3,31.1,6.6,129.1,42.6,42.2,82.02,2499.15
310,Haryana,Rice,Zaid,Sandy,2011,26.34,170.6,18.3,69.2,7.8,127.6,47.6,34.2,61.43,1618.07
311,Tamil Nadu,Sugarcane,Zaid,Alluvial,2013,29.02,284.6,27.1,80.0,5.9,116.6,54.9,42.7,80.3,2330.31
312,Tamil Nadu,Soybean,Rabi,Alluvial,2014,34.54,97.3,32.7,81.3,6.8,34.1,5.4,34.5,20.9,721.89
313,Haryana,Sugarcane,Rabi,Laterite,2012,20.17,156.5,29.6,47.0,6.6,87.8,38.7,49.6,76.65,1546.03
314,Gujarat,Potato,Rabi,Black,2014,11.87,297.1,29.4,80.3,6.1,36.6,52.5,10.4,41.19,488.93
315,Tamil Nadu,Maize,Kharif,Alluvial,2022,5.01,134.6,28.8,75.3,7.3,39.3,58.1,5.2,47.08,235.87
316,Maharashtra,Barley,Kharif,Alluvial,2013,48.19,142.7,30.2,77.1,8.2,68.1,41.1,17.9,34.5,1662.55
317,Gujarat,Rice,Zaid,Black,2017,35.07,52.7,36.3,90.5,6.6,43.4,48.1,28.0,41.24,1446.29
318,Punjab,Sugarcane,Zaid,Black,2012,35.33,71.7,21.9,56.0,7.2,68.7,16.0,5.7,69.25,2446.6
319,Karnataka,Wheat,Rabi,Sandy,2015,20.65,290.8,21.9,69.4,5.3,131.6,36.6,16.7,48.96,1011.02
320,Maharashtra,Cotton,Kharif,Red,2018,48.08,253.3,29.4,75.1,8.4,87.6,47.3,39.1,24.82,1193.35
321,Punjab,Potato,Rabi,Clay,2017,47.79,79.1,16.7,71.2,8.5,101.2,17.6,19.2,35.31,1687.46
322,Haryana,Cotton,Rabi,Black,2016,13.82,218.4,35.5,34.9,8.2,77.2,24.4,45.2,19.9,275.02
323,MP,Soybean,Zaid,Laterite,2013,5.78,233.9,36.8,43.4,5.3,50.0,39.0,12.0,27.68,159.99
324,Punjab,Potato,Kharif,Sandy,2023,49.23,170.6,30.5,62.0,8.4,127.6,52.8,27.1,35.9,1767.36
325,UP,Cotton,Kharif,Laterite,2010,23.13,181.4,25.6,91.1,4.6,61.7,52.3,39.9,24.53,567.38
326,Punjab,Sugarcane,Kharif,Clay,2020,23.83,102.7,29.5,51.2,7.0,51.2,35.2,15.7,73.92,1761.51
327,Gujarat,Sugarcane,Kharif,Red,2016,29.01,102.6,32.5,54.2,7.9,53.6,14.9,10.9,70.49,2044.91
328,Tamil Nadu,Cotton,Zaid,Black,2023,49.78,145.2,18.6,92.3,5.1,116.7,14.7,27.5,24.97,1243.01
329,Maharashtra,Sugarcane,Rabi,Laterite,2018,5.27,264.6,16.2,36.4,5.2,45.9,19.0,42.8,78.37,413.01
330,Maharashtra,Sugarcane,Zaid,Sandy,2015,9.14,55.0,18.0,86.4,8.4,43.9,36.7,34.2,70.73,646.47
331,Gujarat,Cotton,Rabi,Red,2022,40.48,234.1,37.2,54.8,5.6,95.8,13.0,12.5,18.2,736.74
332,UP,Barley,Kharif,Alluvial,2015,43.21,107.1,22.9,48.9,5.6,97.4,19.9,25.0,33.49,1447.1
333,Gujarat,Sugarcane,Zaid,Clay,2016,10.92,91.8,36.4,38.1,5.4,50.2,45.9,38.7,69.12,754.79
334,Punjab,Potato,Kharif,Sandy,2022,15.81,149.3,34.1,35.4,5.5,38.6,41.0,44.8,32.53,514.3
335,Gujarat,Soybean,Rabi,Clay,2020,23.63,81.6,28.2,41.1,4.6,62.8,55.3,43.9,27.44,648.41
336,UP,Potato,Zaid,Black,2019,17.68,199.4,30.8,71.3,6.8,82.8,40.2,18.9,31.19,551.44
337,Maharashtra,Soybean,Rabi,Alluvial,2015,26.99,153.1,18.9,30.7,6.6,111.0,12.5,17.9,25.68,693.1
338,Tamil Nadu,Potato,Kharif,Red,2022,8.58,123.2,20.8,30.5,6.0,69.4,35.8,22.8,31.22,267.87
339,Maharashtra,Barley,Kharif,Laterite,2011,37.27,155.6,21.0,79.7,8.1,116.9,42.7,17.8,34.96,1302.96
340,Maharashtra,Wheat,Kharif,Black,2011,26.98,209.2,30.4,47.7,7.0,42.5,6.1,7.2,35.01,944.57
341,Maharashtra,Maize,Rabi,Alluvial,2012,40.07,228.8,33.2,45.1,5.1,79.2,23.8,19.0,48.83,1956.62
342,UP,Rice,Kharif,Red,2010,1.12,116.6,24.8,65.3,5.2,127.5,18.8,22.2,51.48,57.66
343,MP,Soybean,Rabi,Laterite,2021,48.08,298.6,20.0,77.8,4.9,99.9,16.5,22.5,33.38,1604.91
344,Haryana,Rice,Zaid,Clay,2014,21.99,170.3,22.5,53.4,4.7,100.0,58.5,15.6,52.36,1151.4
345,Haryana,Rice,Rabi,Black,2016,4.93,247.3,15.2,32.7,7.6,77.0,37.8,21.7,55.47,273.47
346,Punjab,Sugarcane,Kharif,Clay,2015,37.96,211.1,32.5,81.4,5.0,47.9,59.0,40.5,76.83,2916.47
347,Punjab,Potato,Kharif,Clay,2021,24.76,144.4,33.1,46.3,4.7,104.8,35.7,29.4,31.4,777.46
348,Maharashtra,Sugarcane,Rabi,Clay,2023,18.67,257.8,37.9,66.0,4.8,38.6,21.3,16.9,72.15,1347.04
349,Tamil Nadu,Rice,Zaid,Clay,2021,27.18,96.4,15.5,85.7,7.6,48.7,44.7,34.6,47.49,1290.78
350,Maharashtra,Potato,Kharif,Sandy,2015,2.05,152.5,23.1,36.3,7.1,25.3,56.6,13.0,35.58,72.94
351,Haryana,Wheat,Kharif,Laterite,2010,30.49,192.8,35.9,72.8,6.6,104.2,19.1,21.5,46.82,1427.54
352,Haryana,Soybean,Rabi,Clay,2017,41.27,250.3,16.5,66.3,8.3,69.9,25.3,36.9,32.81,1354.07
353,Haryana,Cotton,Kharif,Sandy,2023,26.55,126.0,38.6,92.4,4.9,107.0,34.2,13.5,18.89,501.53
354,Tamil Nadu,Maize,Zaid,Sandy,2021,9.43,76.4,31.0,53.3,6.3,99.8,53.6,12.5,47.51,448.02
355,UP,Barley,Rabi,Sandy,2018,38.33,299.6,26.1,52.9,5.8,139.0,22.9,21.7,32.82,1257.99
356,MP,Soybean,Zaid,Sandy,2016,49.16,241.4,38.2,46.5,8.3,73.7,26.8,37.7,27.11,1332.73
357,Maharashtra,Rice,Kharif,Sandy,2010,27.91,125.1,20.5,85.6,4.6,118.6,42.9,17.4,46.81,1306.47
358,Gujarat,Maize,Kharif,Alluvial,2015,28.67,89.0,21.6,87.8,5.5,50.7,21.5,30.7,40.83,1170.6
359,Karnataka,Soybean,Kharif,Clay,2022,2.35,170.6,27.2,88.4,7.3,118.3,10.2,33.9,28.7,67.45
360,Tamil Nadu,Rice,Rabi,Red,2016,31.79,282.6,18.0,80.1,7.5,121.9,56.1,33.5,56.48,1795.5
361,Punjab,Rice,Zaid,Red,2015,22.56,185.0,18.7,62.7,5.4,26.1,45.2,22.7,47.54,1072.5
362,Tamil Nadu,Soybean,Rabi,Laterite,2012,38.8,83.0,17.1,67.1,4.7,67.9,9.7,27.6,21.95,851.66
363,MP,Maize,Rabi,Black,2017,21.79,148.8,29.3,66.5,8.5,82.9,18.3,17.0,42.7,930.43
364,Tamil Nadu,Wheat,Rabi,Clay,2015,49.51,137.1,23.0,68.6,4.6,56.6,59.3,32.7,36.84,1823.95
365,Gujarat,Potato,Kharif,Sandy,2010,12.53,281.1,20.8,74.5,5.1,107.4,9.7,38.3,40.26,504.46
366,Haryana,Cotton,Rabi,Alluvial,2014,24.41,162.5,15.6,43.6,6.7,44.5,33.8,16.6,19.33,471.85
367,Punjab,Maize,Zaid,Clay,2016,3.13,195.8,31.6,32.8,5.2,54.1,48.4,32.8,44.1,138.03
368,Karnataka,Barley,Rabi,Clay,2023,45.24,77.0,22.3,87.4,6.0,137.6,33.0,36.9,32.19,1456.28
369,Haryana,Potato,Zaid,Sandy,2012,24.75,99.7,39.2,66.4,7.3,24.8,55.7,18.7,29.04,718.74
370,Maharashtra,Sugarcane,Zaid,Red,2013,49.52,299.0,39.5,47.9,4.7,50.9,26.3,50.0,75.08,3717.96
371,Karnataka,Cotton,Kharif,Black,2016,12.4,214.2,17.2,54.8,8.3,93.5,39.4,15.2,29.11,360.96
372,UP,Sugarcane,Zaid,Laterite,2013,45.52,213.1,29.5,74.5,5.3,36.6,42.9,45.4,81.83,3724.9
373,UP,Barley,Zaid,Black,2015,16.28,67.0,28.3,76.8,5.2,120.7,13.0,6.3,36.27,590.48
374,Maharashtra,Cotton,Zaid,Laterite,2012,11.93,244.8,17.7,42.0,7.5,93.4,19.7,30.5,23.52,280.59
375,Punjab,Soybean,Zaid,Black,2015,19.68,69.9,34.5,38.7,7.9,76.3,40.7,13.3,18.8,369.98
376,Punjab,Soybean,Rabi,Alluvial,2014,22.24,287.5,20.6,73.6,5.3,44.5,14.7,48.0,29.2,649.41
377,Gujarat,Potato,Rabi,Clay,2013,28.81,156.9,34.4,69.5,7.8,106.4,26.7,47.3,31.4,904.63
378,Gujarat,Rice,Kharif,Sandy,2017,26.05,256.8,16.1,94.7,6.6,67.5,45.4,30.1,55.05,1434.05
379,Gujarat,Rice,Rabi,Black,2016,45.23,271.1,34.3,48.6,5.2,55.3,55.5,36.0,47.48,2147.52
380,Haryana,Wheat,Zaid,Clay,2012,29.72,244.7,38.4,75.2,5.0,69.6,29.8,13.0,41.08,1220.9
381,Maharashtra,Soybean,Kharif,Laterite,2015,18.47,222.9,37.7,81.8,7.4,34.8,11.3,25.2,19.75,364.78
382,Tamil Nadu,Maize,Zaid,Laterite,2010,35.75,242.1,37.8,66.8,7.1,38.0,52.8,13.0,43.64,1560.13
383,Gujarat,Barley,Rabi,Red,2014,42.84,206.6,17.9,38.6,5.3,94.7,18.9,25.6,33.19,1421.86
384,Gujarat,Potato,Kharif,Black,2017,41.35,152.5,17.0,69.0,5.5,85.7,39.1,30.1,37.83,1564.27
385,Punjab,Rice,Kharif,Black,2020,5.89,137.3,18.6,32.1,6.8,92.4,23.2,8.9,52.61,309.87
386,UP,Cotton,Zaid,Sandy,2017,38.04,237.3,24.0,32.3,7.6,58.7,54.4,41.9,22.6,859.7
387,UP,Wheat,Rabi,Red,2011,36.62,223.7,21.9,64.3,6.6,103.5,38.7,9.9,38.35,1404.38
388,Maharashtra,Potato,Zaid,Clay,2016,26.23,202.2,22.9,64.2,8.5,62.5,12.1,30.3,29.75,780.34
389,MP,Potato,Kharif,Laterite,2021,30.96,122.6,19.8,37.7,6.4,115.6,45.6,14.3,36.42,1127.56
390,MP,Sugarcane,Zaid,Sandy,2010,6.13,210.2,32.3,46.5,4.8,56.0,35.2,39.5,75.19,460.91
391,Punjab,Sugarcane,Rabi,Red,2023,24.33,93.9,23.3,52.0,7.2,129.9,48.8,34.1,72.72,1769.28
392,Punjab,Sugarcane,Rabi,Laterite,2023,45.85,180.3,29.1,74.1,6.7,22.2,36.8,19.9,68.45,3138.43
393,Maharashtra,Sugarcane,Kharif,Alluvial,2023,43.3,57.8,39.6,70.7,7.9,88.5,26.4,31.8,70.43,3049.62
394,Maharashtra,Sugarcane,Kharif,Clay,2016,19.02,71.7,36.9,54.2,7.8,56.3,33.9,12.9,64.56,1227.93
395,Gujarat,Rice,Kharif,Black,2018,38.89,56.2,27.1,62.5,5.3,130.8,45.3,28.6,54.07,2102.78
396,Punjab,Maize,Zaid,Black,2017,17.0,146.9,36.6,37.5,5.7,25.3,51.6,44.2,45.6,775.2
397,Maharashtra,Rice,Zaid,Alluvial,2010,22.34,194.4,22.8,88.0,5.8,43.1,20.2,19.4,51.74,1155.87
398,Haryana,Cotton,Kharif,Alluvial,2013,15.91,185.6,28.7,47.6,8.3,116.5,36.6,12.7,23.41,372.45
399,Punjab,Sugarcane,Rabi,Sandy,2012,44.62,57.2,37.6,33.3,6.0,30.3,26.6,36.7,64.05,2857.91
400,Maharashtra,Potato,Rabi,Sandy,2015,7.02,254.4,32.8,73.6,6.6,136.8,46.6,26.0,37.26,261.57
401,Maharashtra,Potato,Rabi,Alluvial,2020,18.49,211.1,34.2,60.6,8.3,37.2,54.3,16.6,36.55,675.81
402,Gujarat,Sugarcane,Rabi,Red,2010,25.64,66.3,17.8,61.1,7.9,53.9,24.2,30.9,79.11,2028.38
403,Karnataka,Barley,Kharif,Clay,2018,48.71,212.4,34.8,64.6,6.1,69.6,39.1,29.7,28.21,1374.11
404,Karnataka,Barley,Zaid,Laterite,2018,30.01,223.5,19.3,73.5,7.5,105.4,51.0,10.1,37.44,1123.57
405,Gujarat,Sugarcane,Kharif,Sandy,2012,32.43,127.0,25.1,68.9,7.2,91.6,50.1,19.7,77.89,2525.97
406,Punjab,Maize,Zaid,Sandy,2022,16.17,86.7,18.7,64.5,6.1,89.4,15.8,35.7,45.9,742.2
407,Karnataka,Cotton,Zaid,Laterite,2011,48.41,195.7,30.3,63.2,7.9,122.3,8.4,45.5,26.5,1282.87
408,Punjab,Sugarcane,Rabi,Alluvial,2013,9.08,157.9,29.8,70.6,7.3,68.7,28.9,14.5,74.1,672.83
409,Tamil Nadu,Maize,Zaid,Black,2023,1.28,281.1,36.0,40.0,8.5,100.4,12.4,8.2,46.27,59.23
410,UP,Barley,Kharif,Black,2020,21.49,251.5,36.5,88.1,7.3,131.6,39.3,25.4,31.17,669.84
411,MP,Potato,Rabi,Laterite,2012,29.03,156.2,15.2,62.4,7.4,105.5,19.8,46.7,39.81,1155.68
412,Haryana,Potato,Rabi,Clay,2019,23.51,170.4,32.3,39.2,7.4,138.0,59.1,40.0,38.38,902.31
413,Haryana,Wheat,Zaid,Sandy,2013,3.11,168.1,33.5,92.4,4.8,96.0,48.9,19.1,38.25,118.96
414,Gujarat,Potato,Zaid,Laterite,2019,37.6,233.5,25.5,92.4,7.7,54.7,6.9,46.5,41.26,1551.38
415,Gujarat,Cotton,Zaid,Alluvial,2019,25.53,92.3,16.3,94.4,7.7,94.9,20.8,8.7,22.68,579.02
416,Maharashtra,Maize,Rabi,Sandy,2023,9.18,114.2,33.5,69.2,8.1,108.7,41.3,21.6,42.57,390.79
417,Punjab,Soybean,Kharif,Laterite,2015,19.47,296.0,39.2,68.7,7.8,120.5,46.4,23.6,27.03,526.27
418,Karnataka,Maize,Zaid,Black,2010,37.75,210.6,33.9,37.5,5.2,67.8,21.6,38.6,40.31,1521.7
419,Tamil Nadu,Soybean,Zaid,Laterite,2017,26.75,115.7,28.3,58.3,5.7,115.7,26.0,19.2,26.53,709.68
420,Maharashtra,Sugarcane,Zaid,Laterite,2015,33.76,117.6,35.1,46.6,6.8,75.3,42.1,15.9,71.71,2420.93
421,UP,Soybean,Rabi,Sandy,2015,11.36,186.9,31.8,84.1,4.5,31.7,10.7,25.1,22.23,252.53
422,Punjab,Rice,Kharif,Sandy,2019,6.93,214.2,35.9,91.8,7.1,105.0,11.6,43.5,53.77,372.63
